Name, City, State, Stars, Category, Review Count
Wendy's, Lutz, FL, 4.5, Fast Food, 9
Medianoche, Clayton, MO, 3.5, Mexican, 16
Le Castagne, Philadelphia, PA, 3.5, Italian, 119
Spoty's Chicken And Waffles, Phoenixville, PA, 3.5, Fast Food, 27
La Azteca, Kenner, LA, 3.0, Mexican, 10
Warbucks, New Orleans, LA, 4.0, American, 88
Masa Asia, Norristown, PA, 4.5, Japanese, 32
Angelo's Pizza, Philadelphia, PA, 3.5, Italian, 33
Wendy's, St.Louis, MO, 1.5, Fast Food, 7
Sushiyobi, Nashville, TN, 3.5, Japanese, 123
Kumo Japanese Steakhouse, Greenwood, IN, 4.0, Japanese, 137
Pita Grill Fresh, Clearwater, FL, 4.0, Mediterranean, 19
Kakkoii Japanese Bistreaux, New Orleans, LA, 4.0, Japanese, 45
Texas Roadhouse, Downingtown, PA, 3.0, American, 88
Hacienda Del Lago Restaurant, Vail, AZ, 3.5, American, 64
Church's Chicken, Indianapolis, IN, 2.5, Fast Food, 5
Creole Cottage Esplanade, New Orleans, LA, 1.5, Cajun/Creole, 12
Huang's Garden, Bordentown, NJ, 3.5, Chinese, 24
Italian Bakery Cafè, St. Petersburg, FL, 4.5, Italian, 5
Tohono Chul Garden Bistro, Tucson, AZ, 4.0, American, 165
The Great Catch, Lutz, FL, 4.0, American, 233
The Munch Factory, New Orleans, LA, 4.0, Cajun/Creole, 360
ROMiÓS Greek and Italian Restaurant, Boise, ID, 4.0, Italian, 151
TreJo American & Mexican Restaurant, Norristown, PA, 4.5, Mexican, 31
Stadium Bar & Grill, Fairless Hills, PA, 3.5, American, 7
McDonald's, Pinellas Park, FL, 2.0, Fast Food, 30
Jack in the Box, Tucson, AZ, 2.0, Fast Food, 10
Guard House Inn, Gladwyne, PA, 4.0, American, 25
KFC, Plainfield, IN, 1.5, Fast Food, 23
Mac's Downtown, Alton, IL, 3.0, American, 62
Fetishes Dining & Wine Bar, St. Pete Beach, FL, 4.5, American, 91
Brewhouse West, Nashville, TN, 3.5, Cajun/Creole, 60
CJ's Americana, Mount Holly, NJ, 3.0, Mexican, 5
Tommy's Paradise, Odessa, FL, 3.0, American, 22
Wendy's, Edwardsville, IL, 1.5, Fast Food, 19
Los Agaves Grill, McCordsville, IN, 4.0, Mexican, 124
Little Alex's, Santa Barbara, CA, 3.5, Mexican, 110
Calle Tepa, Tucson, AZ, 4.0, Mexican, 721
Las Cabanas Mexican Restaurant, Lebanon, IL, 5.0, Mexican, 8
The Little Corner Kitchen, Hatboro, PA, 3.5, American, 20
Watami Sushi All You Can Eat, Indianapolis, IN, 4.0, Japanese, 234
Savor, Saint Louis, MO, 3.5, American, 7
Manee Thai Cuisine IN, Indianapolis, IN, 4.5, Thai, 120
Gaman Ramen, Reno, NV, 4.0, Japanese, 115
McDonald's, Havertown, PA, 2.0, Fast Food, 25
Taco Bell, Glenolden, PA, 2.5, Fast Food, 24
Vernick Food & Drink, Philadelphia, PA, 4.5, American, 997
Ruby Tuesday, Indianapolis, IN, 2.5, American, 5
Texas Roadhouse, Wesley Chapel, FL, 3.5, American, 258
Taco Bell, Nashville, TN, 2.0, Fast Food, 25
Vinny's Drive Bar, Indianapolis, IN, 4.0, American, 13
Scoreboard Sports Bar & Grill, New Port Richey, FL, 3.5, American, 11
IHOP, Philadelphia, PA, 3.0, American, 11
Bombay Bistro, Franklin, TN, 3.5, American, 161
El Burrito Mexicano, Nashville, TN, 4.5, Mexican, 34
Attiki Bar and Grill, New Orleans, LA, 4.0, Mediterranean, 335
Brick & Barrel Taphouse, Maple Glen, PA, 3.5, American, 146
Crump's Seafood Market & Sandwich Shop, New Orleans, LA, 4.5, Cajun/Creole, 5
Harsi's Subs N Pizza, Indianapolis, IN, 4.5, American, 20
Vino Volo, Nashville, TN, 3.0, American, 65
Subway, Tucson, AZ, 3.5, Fast Food, 14
Three Olives, Seminole, FL, 3.5, American, 54
Sixth & Pine, Newark, DE, 4.0, American, 24
Saing Thai Cuisine, Tucson, AZ, 4.0, Thai, 341
Long John Silver's, Tampa, FL, 2.5, Fast Food, 13
Carpe Cafe, Smyrna, TN, 4.0, American, 67
Root, Philadelphia, PA, 4.5, Italian, 160
Copia, Clayton, MO, 2.5, American, 23
Dimeo Pizza Kitchen, Conshohocken, PA, 3.5, Italian, 23
Lorita’s, Tampa, FL, 4.5, Mexican, 121
McDonalds, Philadelphia, PA, 2.5, Fast Food, 10
Rooks Gameday Sports Grill & Bar, Maryland Heights, MO, 2.5, American, 6
Library II, Voorhees, NJ, 3.5, American, 194
Shake Shack, Metairie, LA, 3.5, Fast Food, 203
Cho Cho San Sushi Bar, North Wales, PA, 4.0, Japanese, 87
Steak ’n Shake, Tampa, FL, 2.0, Fast Food, 82
Pho 21, Reno, NV, 3.5, Chinese, 51
Sweet Lulas Restaurant, Pitman, NJ, 3.5, American, 113
Sizzler, Goleta, CA, 3.0, American, 7
Beef 'O' Brady's, Valrico, FL, 2.5, American, 27
China Moon, Tampa, FL, 3.5, Chinese, 25
Chava's Mexican Restaurant, Saint Louis, MO, 4.0, Mexican, 431
La Garrafa, Tucson, AZ, 4.5, Mexican, 31
Salem's Fresh Eats, Tampa, FL, 3.0, Mediterranean, 21
Hungry Howie's, Pinellas Park, FL, 2.0, Italian, 15
CeeDee Jamaican Kitchen, Tucson, AZ, 4.0, Caribbean, 82
QuikTrip, Tucson, AZ, 4.5, Fast Food, 9
3 Margaritas Mexican Restaurant, Fenton, MO, 3.0, Mexican, 115
Farina pasta and Noodle, Philadelphia, PA, 4.5, Chinese, 24
Elements Cafe, Haddon Heights, NJ, 4.0, American, 31
White Castle, Cahokia, IL, 3.0, Fast Food, 7
Paradise Grille, St Pete Beach, FL, 4.0, American, 59
Dairy Queen, Vail, AZ, 3.0, Fast Food, 51
Old St Louis Chop Suey, St. Louis, MO, 4.0, Chinese, 96
China City, Philadelphia, PA, 2.5, Chinese, 7
Athenian's Gyros & Chicken, Saint Petersburg, FL, 4.0, Mediterranean, 45
Bistro Daisy, New Orleans, LA, 4.5, American, 119
Roberto's Trattoria, Glenside, PA, 3.5, Italian, 51
Asi Es Mi Tierra, Reno, NV, 4.0, Mexican, 35
Mariscos El Bochas, Tucson, AZ, 4.0, Mexican, 11
Little Fib, Nashville, TN, 3.5, American, 52
Guadalajara Grill Mexican Restaurant, Indianapolis, IN, 4.0, Mexican, 111
Lombardi Cafe, Palm Harbor, FL, 3.0, Italian, 9
Argenziano's, Corona De Tucson, AZ, 4.0, Italian, 186
Chilango's Mexican Restaurant, Santa Barbara, CA, 3.5, Mexican, 14
Cadillac Ranch, Sparks, NV, 2.0, American, 46
Kabuki Japanese Restaurant, Brandon, FL, 3.5, Japanese, 17
Sub Shak, Tampa, FL, 4.5, Fast Food, 43
Costa Vida Fresh Mexican Grill, Sparks, NV, 3.5, Mexican, 132
Hal's Fabulous Vegas Bar & Grille, Greenwood, IN, 4.0, American, 45
Bar Louie - Greenwood Park Mall, Greenwood, IN, 3.5, American, 156
Raising Cane's Chicken Fingers, New Orleans, LA, 3.5, Fast Food, 14
Roberts Block Restaurant & Bar, Glenside, PA, 4.0, American, 162
Taste Safety Harbor, Safety Harbor, FL, 3.5, American, 7
The Olympic Venue, Boise, ID, 4.0, Fast Food, 5
El Rincon Bohemio-Goleta, Goleta, CA, 3.5, Mexican, 18
Panda Express, Meridian, ID, 3.0, Chinese, 24
Antonio's Pizza, Williamstown, NJ, 4.5, Italian, 24
Foundry Public House, Edwardsville, IL, 3.5, American, 117
Napoli 3, St Charles, MO, 4.5, Italian, 60
Chikos Pizza, Tampa, FL, 3.5, Italian, 15
STL Sunrise Cafe, St. Louis, MO, 3.5, American, 18
Fin's, Palm Harbor, FL, 4.0, Mexican, 110
Dairy Queen, Harleysville, PA, 2.5, Fast Food, 6
Boca - Brandon, Riverview, FL, 4.0, American, 522
Mariachis, Belleville, IL, 3.5, Mexican, 48
china 1, Largo, FL, 3.0, Chinese, 20
Waba Restaurant, Philadelphia, PA, 4.0, Japanese, 10
Acropolis Restaurant & Lounge, Indianapolis, IN, 3.5, Mediterranean, 17
I Love Sushi Nashville, Nashville, TN, 4.0, Japanese, 58
J&J South Philly Pizza, Philadelphia, PA, 2.5, Italian, 156
My Thai Cafe, Indianapolis, IN, 4.0, Thai, 31
Bull's Eye Saloon & Restaurant, Wilmington, DE, 3.0, American, 18
EatNic, Paoli, PA, 3.5, American, 93
Taco Del Mar, Boise, ID, 2.5, Fast Food, 27
Público, Saint Louis, MO, 4.0, Mexican, 179
Moe's Southwest Grill, Creve Coeur, MO, 3.5, Mexican, 14
Nunzio Ristorante Rustico, Collingswood, NJ, 4.0, Italian, 237
Rally's, Kenner, LA, 2.5, Fast Food, 6
Hollywood Grill & Fun Center, White House, TN, 3.0, Japanese, 10
La Carreta Taqueria & Lounge, Reno, NV, 3.5, Mexican, 11
Red Robin Gourmet Burgers and Brews, Carmel, IN, 3.0, American, 100
Taqueros Taqueria-Cantina, New Orleans, LA, 3.5, Mexican, 5
Kabuto Hibachi, Sushi & Lounge, East Norriton, PA, 4.0, Japanese, 150
Jerry Bobs, Tucson, AZ, 3.5, American, 38
Tap City Tavern, Tampa, FL, 2.5, American, 21
Nuts Neighborhood Bar & Grill, Maryland Heights, MO, 2.5, American, 8
Wendy's, Tucson, AZ, 2.0, Fast Food, 10
Pork Belly Cafe, Nashville, TN, 4.5, American, 190
McDonald's, New Port Richey, FL, 1.5, Fast Food, 19
Subway, Wesley Chapel, FL, 1.5, Fast Food, 10
Szechuan China Royal Restaurant, Philadelphia, PA, 3.0, Chinese, 11
Tennessee Tavern, Nashville, TN, 2.0, American, 116
Sam's Pizza and Bistro, Hatboro, PA, 3.0, Italian, 5
Noble: An American Cookery, Philadelphia, PA, 4.0, American, 147
American Pie Diner, Kenner, LA, 3.5, American, 167
Jet's Pizza, St. Petersburg, FL, 3.5, Italian, 45
China Orchid Restaurant, New Orleans, LA, 3.0, Chinese, 121
Emilio's, Boise, ID, 4.0, American, 35
Subway, Valrico, FL, 3.5, Fast Food, 5
Don Pablo's, Newark, DE, 2.5, Mexican, 127
Pizza Hut, Collinsville, IL, 2.0, Italian, 15
Jack in the Box, Meridian, ID, 2.0, Fast Food, 21
Balcony Restaurant, Philadelphia, PA, 2.5, American, 12
Subway, St Petersburg, FL, 2.5, Fast Food, 10
Blimpie Americas Sub Shop, Meridian, ID, 4.0, Fast Food, 10
Ha Long Bay & The Spot, Largo, FL, 4.0, Vietnamese, 91
Whiskey Joe's Bar & Grill - Tampa, Tampa, FL, 3.0, American, 1368
Bizou Brasserie, Tampa, FL, 3.5, American, 198
Qing Mu, Havertown, PA, 4.5, Japanese, 29
Samwhich, Philadelphia, PA, 3.0, American, 12
Michael's Italian Restaurant & Deli, Ambler, PA, 4.0, Italian, 32
Papa Luigi Pizza, Swedesboro, NJ, 4.0, Italian, 38
Wraps and Kabobs, Tarpon Springs, FL, 3.5, Mediterranean, 23
Circle 7 Ranch, Ballwin, MO, 4.0, American, 445
Little Octopus, Nashville, TN, 4.5, Vietnamese, 124
Adamo's Italian Restaurant, Earth City, MO, 4.0, Italian, 81
Baru Bistro & Tapas, New Orleans, LA, 4.0, Caribbean, 345
Nicko's Fine Foods, Tampa, FL, 4.0, American, 88
Goose Island Brewhouse, Philadelphia, PA, 3.5, American, 149
Montecito Cafe, Santa Barbara, CA, 4.0, Italian, 104
The Narberth Diner, Narberth, PA, 3.5, American, 53
Santorini Greek Kitchen, Indianapolis, IN, 4.5, Mediterranean, 416
Arianna's Gourmet Cafe & Catering, West Chester, PA, 4.5, American, 20
Wendy's, Reno, NV, 2.0, Fast Food, 39
The Cheesecake Factory, Brandon, FL, 3.5, American, 381
La Paloma Cafe, Santa Barbara, CA, 4.5, Mexican, 77
Pollo Rumbero, Tampa, FL, 3.0, Fast Food, 39
QDOBA Mexican Eats, Whitestown, IN, 1.5, Fast Food, 13
Sea Salt, St. Petersburg, FL, 3.5, Italian, 447
Little Caesars, Nashville, TN, 2.0, Italian, 9
The Egg & I, O'Fallon, IL, 4.0, American, 232
Houlihan's, Bala Cynwyd, PA, 2.5, American, 12
Just 1 Taste Catering, Florissant, MO, 4.5, American, 7
Hacienda Mexican Restaurant, Saint Louis, MO, 3.0, Mexican, 401
Arby's, Nashville, TN, 3.0, Fast Food, 7
The Andalusia Bar and Grill, Bensalem, PA, 3.0, American, 5
Zaxby's Chicken Fingers & Buffalo Wings, Brentwood, TN, 2.5, Fast Food, 32
Domino's Pizza, Imperial, MO, 2.0, Italian, 13
Gaul & Co. Malthouse, Philadelphia, PA, 4.5, American, 127
Carl's Jr, Tucson, AZ, 2.0, Fast Food, 27
Bistro SouthEast, Philadelphia, PA, 4.5, Vietnamese, 251
Uptown Cafe, Saint Louis, MO, 4.0, American, 35
Trader's Mill Grill & Bar, Indianapolis, IN, 3.5, American, 106
Steam Boys, Nashville, TN, 4.5, Chinese, 298
Thai Spice, Royersford, PA, 4.0, Thai, 86
Cilantro's Colombian Grill, Tucson, AZ, 3.0, American, 9
Takka Grill on Torresdale, Philadelphia, PA, 2.5, American, 18
Primitivo, New Orleans, LA, 4.0, American, 105
Royal Tavern, Philadelphia, PA, 4.0, American, 669
Peppers 2, Greenwood, IN, 2.0, American, 18
Burger King, Brandon, FL, 2.0, Fast Food, 11
Riverfront Restaurant, New Orleans, LA, 3.5, Cajun/Creole, 21
Suburban Restaurant and Beer Garden, Exton, PA, 4.0, American, 153
Wendy's, Nashville, TN, 1.5, Fast Food, 5
Panda Express, Saint Ann, MO, 2.0, Chinese, 32
Fritanga, Saint Louis, MO, 4.5, American, 301
El Paisano, Sun Valley, NV, 2.5, Mexican, 14
Chimi's Fresh-Mex, Bridgeton, MO, 3.5, Mexican, 62
Nemi Restaurant, Philadelphia, PA, 4.5, Mexican, 114
Pizza Hut, White House, TN, 1.5, Italian, 9
The Works, Reno, NV, 4.0, American, 11
Sonic Drive-In, East Alton, IL, 2.0, Fast Food, 10
Reunion Kitchen + Drink, Santa Barbara, CA, 4.5, American, 61
Pho Kitch'n, Norristown, PA, 3.5, Chinese, 162
Annie's Gourmet To Go & Caterers, Lambertville, NJ, 4.5, American, 64
Nixta, St Louis, MO, 4.0, Mexican, 203
PrimoHoagies, Claymont, DE, 4.0, Italian, 41
Taco Bell, Franklin, TN, 3.5, Fast Food, 7
Trolley Tap House, Wilmington, DE, 3.5, American, 78
NYNY Pizza, Mount Juliet, TN, 3.5, Italian, 55
Paul's Chicago Pizza, Clearwater, FL, 4.0, Italian, 265
Big Joe's Tacos, Santa Barbara, CA, 4.5, Mexican, 35
Jack in the Box, Florissant, MO, 2.0, Fast Food, 5
Mediterra Market and Cafe, Goleta, CA, 4.0, Mediterranean, 19
Pizzanini, Lahaska, PA, 2.5, Italian, 5
Colbie’s Southern Kissed Chicken, Newark, DE, 2.5, Fast Food, 21
Jack's Firehouse, Philadelphia, PA, 3.5, American, 569
Mama's Meatballs & Pizzeria, Pennsauken Township, NJ, 4.5, Italian, 36
Oscar's Taco Shop, Franklin, TN, 4.0, Mexican, 95
La Sandwicherie, St. Petersburg, FL, 3.5, Fast Food, 10
Joey's New York Pizza and Italian Restaurant, New Port Richey, FL, 4.0, Italian, 149
Stacked Pickle - Carmel, Carmel, IN, 3.0, American, 163
Church's Chicken, Saint Petersburg, FL, 1.5, Fast Food, 17
The Note Bar, St. Louis, MO, 4.5, American, 24
Baja Fresh, Nashville, TN, 3.0, Fast Food, 6
Hardee's, O Fallon, IL, 2.0, Fast Food, 19
Legacy Kitchen's Craft Tavern, New Orleans, LA, 3.5, Cajun/Creole, 495
Dagwood's Deli & Sub Shop, Indianapolis, IN, 4.0, Fast Food, 58
Chophouse New Orleans, New Orleans, LA, 4.0, American, 515
Garcia's Taqueria Sports Grill, Gallatin, TN, 4.5, Mexican, 12
Yard of Ale Gastro Pub, Clearwater, FL, 3.5, American, 61
Rogue's Gallery, Philadelphia, PA, 4.0, American, 165
Gaslight Lounge, Saint Louis, MO, 4.5, Mexican, 26
Five Guys, Tucson, AZ, 4.0, Fast Food, 46
Mi Camino Real, Smyrna, TN, 3.5, Mexican, 23
Bottega Michelangelo, Tucson, AZ, 4.0, Italian, 391
The Oceanaire Seafood Room, Indianapolis, IN, 4.0, American, 413
Tacos El Borracho, Tampa, FL, 4.0, Mexican, 17
Shanghai Express, Clearwater, FL, 3.5, Chinese, 14
Two Ten Jack, Nashville, TN, 4.0, Japanese, 716
Original Pizza II, Pinellas Park, FL, 4.5, Italian, 40
El Limon - Paoli, Paoli, PA, 4.0, Mexican, 44
Hokkaido, Florissant, MO, 3.0, Japanese, 72
Applebee's Grill + Bar, Wilmington, DE, 2.5, American, 35
Laketown Harbor, Kenner, LA, 3.0, American, 5
Taco Bell, Philadelphia, PA, 2.0, Fast Food, 17
Sir Pizza, Old Hickory, TN, 3.5, Italian, 24
Checkered Parrot, New Orleans, LA, 1.5, American, 61
Hardee's, Indianapolis, IN, 2.0, Fast Food, 12
Zatarain's Kitchen, Kenner, LA, 1.5, Fast Food, 15
19 Bar & Grill, Lutz, FL, 4.0, American, 13
Church's Chicken, Tucson, AZ, 2.5, Fast Food, 29
L B Daniel's, Medford, NJ, 2.5, American, 8
Hardee's, Valrico, FL, 2.0, Fast Food, 24
Wendy's, Glassboro, NJ, 1.5, Fast Food, 16
Subway, Carmel, IN, 2.5, Fast Food, 11
Yats, Indianapolis, IN, 4.5, Cajun/Creole, 57
Five Guys, Wayne, PA, 2.5, Fast Food, 16
Ninos Pizzarama, Hammonton, NJ, 3.5, Italian, 7
Don Memo Mexican Restaurant, Upper Darby, PA, 4.0, Mexican, 73
Waffle House, Springfield, TN, 2.0, American, 10
Pisces Sushi, Reno, NV, 4.0, Japanese, 359
Pia's Trattoria, Gulfport, FL, 4.5, Italian, 709
Starview Diner, Somerdale, NJ, 3.5, American, 106
Medusa Pizzeria, Philadelphia, PA, 4.0, Italian, 122
Panda Express, Cherry Hill, NJ, 2.5, Chinese, 34
China Spring, Nashville, TN, 4.5, Chinese, 80
Pepper's Bar and Grill, Saint Louis, MO, 3.5, American, 62
Tamales, Indianapolis, IN, 5.0, Mexican, 6
Divine Pizza, Trenton, NJ, 3.5, Italian, 24
Healthy Hut Market & Cafe, St. Pete Beach, FL, 2.0, American, 5
River Cat Cafe, New Hope, PA, 4.0, American, 58
Oscars Taco Shop, Nashville, TN, 3.0, Fast Food, 6
LongHorn Steakhouse, Avon, IN, 3.5, American, 54
Anthony's Coal Fired Pizza, Mount Laurel, NJ, 4.0, Italian, 165
Subway, Largo, FL, 3.5, Fast Food, 6
Helix Wine Bar, New Orleans, LA, 4.5, American, 5
Checkers, Tampa, FL, 1.5, Fast Food, 12
Mr Bubbles Sandwich House, Gretna, LA, 4.0, Vietnamese, 93
Ken's Thai Cuisine, Abington, PA, 4.0, Thai, 18
Boilery Seafood & Grill, Franklin, TN, 4.0, Cajun/Creole, 69
El Taco Loco, New Orleans, LA, 4.5, Mexican, 124
Blue Fugu, St. Pete Beach, FL, 3.5, Japanese, 133
Ladder 15, Philadelphia, PA, 3.0, American, 317
Theresas Byob, West Conshohocken, PA, 3.5, Italian, 20
China House, Washington Park, IL, 4.0, Chinese, 7
vPho, Newark, DE, 4.5, Vietnamese, 217
Reginelli's Pizzeria, New Orleans, LA, 4.0, Italian, 154
JC's Three Square Meals, Royersford, PA, 4.5, American, 263
Pad Thai House, Boise, ID, 4.0, Thai, 532
Chinese Kitchen, New Orleans, LA, 3.5, Chinese, 151
China Buffett, Saint Louis, MO, 3.0, Chinese, 33
Applebee's Grill + Bar, Turnersville, NJ, 2.5, American, 22
Wendy's, Indianapolis, IN, 1.5, Fast Food, 22
Crust Pizzeria Napoletana, Carmel, IN, 4.0, Italian, 128
El Taquito, Fairview Village, PA, 4.0, Mexican, 46
Grand Hacienda, St. Petersburg, FL, 4.0, Mexican, 21
Krystal Company, Nashville, TN, 2.0, Fast Food, 5
Ludovico's, Haddonfield, NJ, 4.0, Italian, 49
Another Broken Egg Cafe, Nashville, TN, 4.0, American, 818
Tony Luke's, Philadelphia, PA, 3.0, Italian, 61
Righteous Tap House, West Chester, PA, 4.0, American, 89
McDonalds, Philadelphia, PA, 2.0, Fast Food, 12
Pasta Fazool, Hatboro, PA, 4.0, Italian, 112
Fort Taco, Saint Louis, MO, 3.5, Mexican, 188
Luckys' Restaurant & Lounge - Carondelet, Saint Louis, MO, 3.5, American, 28
Bar Marilou, New Orleans, LA, 4.0, American, 98
Gilliganz Bar & Grill, Edwardsville, IL, 3.0, American, 16
Little Tokyo, Haddonfield, NJ, 4.0, Japanese, 52
Avo, New Orleans, LA, 4.5, Italian, 191
Alfonzo's Pizzeria, Troy, IL, 4.0, Italian, 43
Eat, Nashville, TN, 3.0, American, 10
KC's Alley, Ambler, PA, 3.5, American, 139
Crushed Red, Edwardsville, IL, 4.0, American, 33
McDonald's, Tucson, AZ, 2.0, Fast Food, 40
Szechuan Restaurant, Santa Barbara, CA, 3.5, Chinese, 234
Burger King, Ruskin, FL, 2.0, Fast Food, 19
Home Place Restaurant, Bensalem, PA, 3.5, American, 27
PrimoHoagies, Springfield, PA, 3.0, Italian, 47
China Wok, Quakertown, PA, 3.5, Chinese, 13
Sonic Drive-In, NASHVILLE, TN, 2.0, Fast Food, 19
Provision, Indianapolis, IN, 4.5, American, 303
Mama Louisa's, Tucson, AZ, 3.5, Italian, 278
McDonald's, Sicklerville, NJ, 2.0, Fast Food, 17
Five Points Pizza, Nashville, TN, 4.5, Italian, 1293
Confucius Restaurant, Boise, ID, 2.5, Chinese, 41
Seven Star Diner, Sewell, NJ, 2.5, American, 196
Alqassam Supermarket, Tampa, FL, 4.0, Mediterranean, 10
Akira Sushi Hibachi, Metairie, LA, 3.5, Japanese, 350
Mama Francesa Pizzeria & Trattoria, Swedesboro, NJ, 3.5, Italian, 31
The Corner Family Restaurant, New Port Richey, FL, 3.5, American, 13
Brio Italian Grille, Tampa, FL, 4.0, Italian, 434
House of Kabob, Nashville, TN, 4.5, Mediterranean, 290
Eat At Joe's, Philadelphia, PA, 2.0, Fast Food, 31
Mandarin Buffet, Cherry Hill, NJ, 2.5, Chinese, 27
LoRusso's Cucina, Saint Louis, MO, 4.0, Italian, 133
Lin's Grand Buffet, Tucson, AZ, 3.0, Chinese, 198
Waffle House, Gretna, LA, 3.0, American, 20
Osteria Saporino BYOB, Huntingdon Valley, PA, 4.0, Italian, 66
Cuzino's Pizza & Pasta, Wilmington, DE, 3.0, Italian, 39
Taco Bus, Tampa, FL, 3.0, Mexican, 54
Salty's Sandwich Bar, Gulfport, FL, 4.5, American, 12
Brookside Family Restaurant, Pottstown, PA, 3.5, American, 40
Hamilton's Grill Room, Lambertville, NJ, 3.0, Mediterranean, 240
QuikTrip, Marlborough, MO, 4.0, Fast Food, 7
Sunny Asian Cuisine, Warminster, PA, 3.0, Chinese, 54
Anthony's Coal Fired Pizza, Clearwater, FL, 4.0, Italian, 227
Chipotle Mexican Grill, Saint Louis, MO, 2.5, Fast Food, 61
Madai Korean & Sushi, Brentwood, TN, 4.5, Japanese, 35
D & H Jamaican Cuisine, Newark, DE, 3.0, Caribbean, 90
Bravo NY Pizzeria, Safety Harbor, FL, 4.0, Italian, 30
Olive Garden Italian Restaurant, Downingtown, PA, 3.0, Italian, 78
KFC, Bala Cynwyd, PA, 2.5, Fast Food, 15
Nesso, Indianapolis, IN, 4.5, Italian, 196
La Petite Dauphine, Philadelphia, PA, 3.5, American, 38
El Fogon Tacos & Grill, Metairie, LA, 4.0, Mexican, 63
China Taste, Tampa, FL, 4.0, Chinese, 46
Traders Point Creamery, Zionsville, IN, 4.0, American, 319
A Happy Family, Trenton, NJ, 2.0, Chinese, 13
Kaboburritos, Kennett Square, PA, 4.5, Mexican, 67
Hooters, Port Richey, FL, 3.0, American, 134
Animo Juice, Philadelphia, PA, 4.0, Mexican, 272
TamPiz, Tampa, FL, 4.5, Italian, 112
Santucci's Original Square Pizza, Philadelphia, PA, 3.5, Italian, 469
Baja Room at Pico de Gallo, Philadelphia, PA, 3.0, Mexican, 63
Femmina Italian Grill, Medford, NJ, 4.0, Italian, 170
Saigon Cafe, Largo, FL, 4.5, Vietnamese, 57
Underway Cafe, Hernando Beach, FL, 4.0, American, 6
Hunt's Annex Lounge, Woodlyn, PA, 4.0, American, 39
Cafe Saigon, Philadelphia, PA, 4.0, Chinese, 128
The Little Tuna, Lindenwold, NJ, 4.0, American, 75
The Blind Tiger, Maplewood, MO, 3.5, American, 23
Wingstop, Tucson, AZ, 3.0, American, 79
Narita, Plainfield, IN, 3.0, Japanese, 112
Lin's Express, Plant City, FL, 3.0, Chinese, 24
Bellefonte Cafe, Wilmington, DE, 4.0, American, 100
HopCat - St Louis, University City, MO, 4.0, American, 160
Burger King, Langhorne, PA, 3.5, Fast Food, 8
The Farm and Fisherman Tavern, Horsham, PA, 4.0, American, 319
Shintori Sushi Factory, Santa Barbara, CA, 3.5, Japanese, 185
Wendy's, Indianapolis, IN, 2.0, Fast Food, 19
Wendy's, Philadelphia, PA, 2.5, Fast Food, 19
LongHorn Steakhouse, Tampa, FL, 2.5, American, 15
Touchdowns Now, Tucson, AZ, 2.0, American, 5
McDonald's, Florissant, MO, 1.5, Fast Food, 17
Dave & Buster's, Blackwood, NJ, 3.5, American, 20
Roast City Riot, Hermitage, TN, 4.5, American, 11
Los Catrines Cocina Mexicana, New Hope, PA, 4.5, Mexican, 58
Tigers Family Restaurant, Lansdale, PA, 4.5, American, 35
Giovanni's Pizza, Santa Barbara, CA, 3.5, Italian, 83
Cross Grain Brewhouse, Boise, ID, 3.5, American, 133
The Halal Guys, New Orleans, LA, 2.5, Mediterranean, 59
Mi Linh, Rock Hill, MO, 4.0, Vietnamese, 68
Ye Olde College Inn, New Orleans, LA, 4.0, Cajun/Creole, 234
Sam Snead's Grill and Tavern, Tampa, FL, 3.5, American, 7
Napa Sonoma Grocery Company, Reno, NV, 4.0, American, 24
Skillet's Homestyle Cooking, Brentwood, TN, 3.5, American, 6
Lilly Gyros, Fairview Heights, IL, 4.5, American, 163
Pizza Cones, Safety Harbor, FL, 4.5, Fast Food, 56
Subway, Riverview, FL, 2.5, Fast Food, 6
Pizza Man, Troy, IL, 2.0, Italian, 9
Pizzeria Cappelli, Philadelphia, PA, 3.5, Italian, 123
Famous Dave's Bar-B-Que, Springfield, PA, 3.0, American, 107
New Wave Cafe, Philadelphia, PA, 4.0, American, 44
Burger King, Tampa, FL, 1.5, Fast Food, 9
Taqueria El Pueblito, Tucson, AZ, 4.0, Mexican, 361
Athens Greek Cuisine, Smyrna, TN, 4.0, American, 35
Sonic Drive-In, Westwego, LA, 2.5, Fast Food, 11
Miracles To Go, New Orleans, LA, 4.5, American, 13
Gracie's 21st Century Cafe, Pine Forge, PA, 3.5, American, 39
Amarilis Cafe Lansdale, Pa, LANSDALE, PA, 4.0, American, 22
IHOP, Ardmore, PA, 2.5, American, 76
Sachiko Sushi, Tuscon, AZ, 4.0, Japanese, 348
The Happy Taco, Nashville, TN, 4.0, Mexican, 10
Roots Cafe, West Chester, PA, 4.5, American, 308
Forty Niner Country Club, Tucson, AZ, 3.5, American, 16
Krystal Vy Chinese Restaurant, Williamstown, NJ, 4.0, Chinese, 30
Rendezvous, Eagle, ID, 4.5, Mediterranean, 12
Iron Hill Brewery & Restaurant, Wilmington, DE, 3.5, American, 512
Pho Viet, Cherry Hill, NJ, 4.5, Vietnamese, 61
Ember & Ash, Philadelphia, PA, 4.5, American, 35
Pips Pass, Reno, NV, 5.0, Mediterranean, 8
Tamale/Taco Shop, Indianapolis, IN, 4.0, Mexican, 33
Lasorda's Restaurant, Exton, PA, 3.5, Italian, 5
