Name, City, State, Stars, Category, Review Count
Edison's Entertainment Complex, Edwardsville, IL, 3.5, American, 88
Chepos Tacos, Reno, NV, 4.5, Mexican, 7
Dash of Salt 'N Pepper, Tampa, FL, 4.5, Italian, 13
Ruby's Diner, King of Prussia, PA, 3.0, American, 68
Spring Chinese Restaurant, Philadelphia, PA, 3.5, Chinese, 58
Nuevo Vallarta Authentic Mexican Food, Pinellas Park, FL, 4.0, Mexican, 106
Romanza Of The Vine, Indianapolis, IN, 1.5, Italian, 16
Clear Sky on Cleveland, Clearwater, FL, 4.5, American, 350
Lasagna and More, Tucson, AZ, 4.0, Italian, 31
Chile Burrito, Brentwood, TN, 4.0, Mexican, 92
Micha's, Tucson, AZ, 3.5, Fast Food, 131
Fame-Us Caribbean Soul Food Cafe, Nashville, TN, 4.5, Caribbean, 9
Kimberton Inn, Kimberton, PA, 4.5, American, 117
Wendy's, Reno, NV, 2.0, Fast Food, 19
Steak and Hoagie Factory, Warminster, PA, 2.5, American, 38
QDOBA Mexican Eats, Town And Country, MO, 3.0, Fast Food, 37
McDonald's, Broomall, PA, 2.0, Fast Food, 27
Han Dynasty, Exton, PA, 3.5, Chinese, 301
Pyramids Café, Nashville, TN, 2.5, Mediterranean, 20
Porcini, Philadelphia, PA, 3.5, Italian, 317
Shanghai Express, Fishers, IN, 2.0, Chinese, 5
Charro Steak & Del Rey, Tucson, AZ, 4.0, Mexican, 589
Blaze Pizza, Reno, NV, 3.5, Fast Food, 201
ChickeNuevo, Marana, AZ, 3.0, Fast Food, 33
The Mason Jar, Metairie, LA, 3.5, American, 90
Hong Kong City, Clearwater, FL, 3.5, Chinese, 27
Sbraga, Philadelphia, PA, 4.0, American, 375
The Three Coins Diner, Tampa, FL, 4.0, American, 341
Cyrano's, Saint Louis, MO, 4.0, American, 315
Pizza Hut, Ewing, NJ, 1.5, Italian, 22
El Maguey, Bridgeton, MO, 3.0, Mexican, 69
Naf Naf Grill, Malvern, PA, 3.0, Mediterranean, 35
KFC, Dunedin, FL, 2.0, Fast Food, 27
Mother Hubbard's Café, Tucson, AZ, 3.5, American, 250
The Mardi Gras School of Cooking, NEW ORLEANS, LA, 4.5, Cajun/Creole, 70
Sizzler, Sparks, NV, 3.0, American, 123
Hibachi Steak House & Sushi Bar, Santa Barbara, CA, 3.5, Japanese, 488
Revolucion, Indianapolis, IN, 3.5, Mexican, 456
Modesto Tapas Bar & Restaurant, Saint Louis, MO, 4.0, American, 256
Pollo Tropical, Seminole, FL, 2.5, Fast Food, 41
Pizza Hut, Meridian, ID, 2.5, Italian, 8
Main Street Pizzeria & Grille, Lansdale, PA, 3.5, Italian, 51
Sonic Drive-In, Columbia, IL, 1.5, Fast Food, 12
Yats, Indianapolis, IN, 4.5, Cajun/Creole, 599
El Sabor Catracho, Terrytown, LA, 4.5, Caribbean, 7
McDonald's, East Alton, IL, 3.0, Fast Food, 5
Peno, Clayton, MO, 4.5, Italian, 152
East Beach Grill, Santa Barbara, CA, 3.5, American, 169
Unagi & Sushi, Metairie, LA, 4.0, Japanese, 62
Carisma Restaurante, Skippack, PA, 4.0, Mexican, 103
Rincon Guatemalteco, Tampa, FL, 4.5, Mexican, 23
Cafe Roma, New Orleans, LA, 3.0, Italian, 110
il Sugo Italian Kitchen, Meridian, ID, 4.5, Italian, 25
Fellini Cafe, Newtown Square, PA, 4.0, Italian, 156
Royal Chef, Ewing, NJ, 3.5, Chinese, 42
Tony Sopranos Pizza, Blackwood, NJ, 3.0, Italian, 17
Muriel's Jackson Square, New Orleans, LA, 4.0, Cajun/Creole, 1963
Marjie's Grill, New Orleans, LA, 4.5, Vietnamese, 172
Binto, Philadelphia, PA, 4.0, Vietnamese, 25
McDonald's, St. Petersburg, FL, 2.0, Fast Food, 32
Federal Donuts, Philadelphia, PA, 4.0, American, 530
Burger King, Indianapolis, IN, 2.0, Fast Food, 20
Tequila Sunrise, Brownsburg, IN, 3.5, Mexican, 112
Pizzalchik, Boise, ID, 3.0, American, 132
New York New York Pizza - Carrollwood, Tampa, FL, 4.0, Italian, 96
Firehouse Subs, Goodlettsville, TN, 3.5, Fast Food, 19
Wags Food & Culture, Marrero, LA, 4.5, Cajun/Creole, 60
China East Restaurant, Reno, NV, 3.5, Chinese, 143
Miyabi Restaurant, Mount Laurel, NJ, 3.5, Japanese, 51
Haifa Cuisine & Hookah Bar, New Orleans, LA, 3.0, Mediterranean, 152
Little Caesar's Pizza, Terrytown, LA, 3.0, Italian, 5
Tuscany at the Towpath House, New Hope, PA, 2.0, Italian, 5
Jerusha Kitchen & Seraiah Smoked Meats, Kenner, LA, 5.0, Cajun/Creole, 14
JT's Grille & Bar, Indianapolis, IN, 4.0, American, 25
Ruma's Deli, Imperial, MO, 3.0, Fast Food, 21
Domino's Pizza, Philadelphia, PA, 1.5, Italian, 45
Pop's Kitchen, St Louis, MO, 4.0, American, 10
Ohana Mediterranean Eatery, Clearwater, FL, 5.0, Mediterranean, 13
KFC, Tucson, AZ, 2.0, Fast Food, 13
Scaramuzza's Pasta Products, Clifton Heights, PA, 4.0, Italian, 7
Blvd Nashville, Nashville, TN, 3.0, American, 189
Rosco's Po-Boys & Seafood Market, Kenner, LA, 4.5, Cajun/Creole, 7
Adryana's Latin & Italian Cuisine, Plant City, FL, 4.0, Italian, 9
Bubblefish, Philadelphia, PA, 4.0, Japanese, 544
Ice House Steaks & Pizza, Pottstown, PA, 3.5, American, 179
Wahoo's Fish Taco, Philadelphia, PA, 3.5, Mexican, 133
Shake Shack, Kenner, LA, 2.5, American, 13
Twin Peaks Maplewood, Maplewood, MO, 3.0, American, 120
LA Nueva Hacienda 2, Chalmette, LA, 3.5, American, 6
Revolution House, Philadelphia, PA, 3.5, Italian, 554
Mediterranean Banquet Hall, Philadelphia, PA, 5.0, Italian, 10
Greek Cafe Grill, Nashville, TN, 4.5, Mediterranean, 73
Bonefish Grill, Willow Grove, PA, 3.5, American, 231
Gumbo Ya Ya, New Orleans, LA, 3.5, Cajun/Creole, 6
Pollo Tropical, Clearwater, FL, 2.0, Fast Food, 89
McDonald's, Swansea, IL, 1.5, Fast Food, 19
Chartres House, New Orleans, LA, 3.5, Cajun/Creole, 655
Athens on 86th, Indianapolis, IN, 4.0, Mediterranean, 129
Blue Giant, New Orleans, LA, 4.0, Chinese, 182
Chilis, St. Louis, MO, 2.5, American, 10
Sonic Drive-In, RENO, NV, 2.5, Fast Food, 37
Hunan Garden, Gloucester City, NJ, 4.5, Chinese, 8
Rams Head Bar & Grill, West Chester, PA, 4.0, American, 116
Latitude 360, Indianapolis, IN, 2.5, American, 81
Ba-Dar, Tucson, AZ, 4.0, Chinese, 255
Burrito Boarder, Saint Petersburg, FL, 3.0, Mexican, 190
Kemoll's Chophouse, Saint Louis, MO, 3.5, Italian, 271
El Mariachi San Lucas, Voorhees, NJ, 4.5, Mexican, 281
Di Francesco Pizza, Westampton, NJ, 3.5, Italian, 26
Reginelli's Pizzeria, Kenner, LA, 4.0, Italian, 75
Cafe Ole In The Valley, Huntingdon Valley, PA, 4.5, Mediterranean, 34
McDonald's, Lithia, FL, 2.0, Fast Food, 30
Ranoush, St. Louis, MO, 4.0, Mediterranean, 73
OGGI - St Petersburg, Saint Petersburg, FL, 4.0, Italian, 21
Picasso's Pizza, National Park, NJ, 4.5, Italian, 6
Buffalo Wild Wings, Phoenixville, PA, 2.5, American, 123
Tuttorosso Restaurant & Pizzeria, St Pete Beach, FL, 4.0, Italian, 336
Burger King, Nashville, TN, 2.0, Fast Food, 8
FJ Express, Wesley Chapel, FL, 3.5, Japanese, 11
Hungry Howie's Pizza & Subs, Apollo Beach, FL, 3.5, Italian, 13
Buffalo Wild Wings, Largo, FL, 2.5, American, 118
PJ Whelihan's Pub + Restaurant - Haddonfield, Haddonfield, NJ, 3.0, American, 156
Carlucci's Waterfront, Mount Laurel, NJ, 3.5, Italian, 359
Crossroads Restaurant, Wilmington, DE, 3.5, American, 103
Church's Chicken, New Orleans, LA, 1.5, Fast Food, 10
Shake Shack, New Orleans, LA, 3.5, Fast Food, 63
Maize Restaurant, Perkasie, PA, 4.5, American, 152
Fork, Boise, ID, 4.0, American, 1810
Burger King, Indianapolis, IN, 1.5, Fast Food, 8
Ari's Restaurant, Saint Louis, MO, 3.5, American, 123
Johnnie's Italian Restaurant, Philadelphia, PA, 4.0, Italian, 17
Denny's, Tucson, AZ, 2.0, Fast Food, 109
120 West Bar & Grill, Indianapolis, IN, 3.5, American, 40
Soup Kettle Grille, Meridian, ID, 4.5, American, 164
Chick-fil-A, Marlton, NJ, 4.0, Fast Food, 51
Tacos Los Charros, Reno, NV, 4.5, Mexican, 5
Puccini's Pizza Pasta-Greenbriar, Indianapolis, IN, 4.0, Italian, 147
El Sombrero, Nashville, TN, 4.0, Mexican, 101
McDonald's, Tampa, FL, 2.0, Fast Food, 19
Hood's BBQ, Unionville, PA, 4.0, American, 84
Jireh Restaurant, Trenton, NJ, 4.0, American, 5
Vitale's Clam Bar, Berlin, NJ, 4.0, Fast Food, 15
Jimmy John's, Clearwater, FL, 2.5, Fast Food, 37
El Rancho, North Wales, PA, 4.0, Mexican, 51
Café y Chocolate, Philadelphia, PA, 4.5, Mexican, 369
Oishii, Philadelphia, PA, 4.5, Japanese, 28
Dream House Asian Bistro, Philadelphia, PA, 3.0, Chinese, 140
Mian Sichuan, Tucson, AZ, 4.5, Chinese, 126
That's Amore Restaurant, Tampa, FL, 3.0, Italian, 131
Christina's Restaurant, New Port Richey, FL, 4.0, American, 47
Modern Bar and Restaurant, Boise, ID, 4.5, American, 16
Il Villagio, Zionsville, IN, 3.5, Italian, 15
Sidney Street Cafe, Saint Louis, MO, 4.0, American, 357
Hong Kong Express, Saint Louis, MO, 3.5, Chinese, 9
Arby's, Maryland Heights, MO, 2.0, Fast Food, 12
Spiro's Restaurant, Saint Louis, MO, 4.5, Mediterranean, 46
LongHorn Steakhouse, Riverview, FL, 3.5, American, 42
China Sun, Bensalem, PA, 3.0, Chinese, 29
Jack in the Box, Tucson, AZ, 1.5, Fast Food, 15
Cock of the Walk, Nashville, TN, 3.0, American, 211
Subway, Indianapolis, IN, 3.5, Fast Food, 7
Paseo Nuevo Shopping Center, Santa Barbara, CA, 4.0, American, 125
Filibertos, Tucson, AZ, 2.5, Fast Food, 38
China Wall, New Orleans, LA, 3.0, Chinese, 60
The Marquee, Santa Barbara, CA, 4.0, American, 45
Subway, Hermitage, TN, 3.0, Fast Food, 5
Pho Nam Vietnamese Restaurant, Philadelphia, PA, 4.5, Vietnamese, 23
Acapulco Taqueria, Tampa, FL, 4.5, Mexican, 303
Olive Garden Italian Restaurant, Tucson, AZ, 3.0, Italian, 190
Solid Grill and Bar, Boise, ID, 3.5, American, 187
Zena's American Mediterranean Cuisine, Collingswood, NJ, 3.5, Italian, 78
Apple Berries, Plant City, FL, 3.0, American, 18
Benedetto's Ristorante Italiano, Land O Lakes, FL, 3.5, Italian, 400
Core De Roma, Philadelphia, PA, 4.0, Italian, 76
Panda Restaurant, Sharon Hill, PA, 2.0, Chinese, 17
Margarita's Grill, Greenwood, IN, 3.0, Mexican, 40
Parlor House Bistro, Dunedin, FL, 5.0, American, 88
QuikTrip, St Louis Downtown, MO, 3.5, Fast Food, 6
Level One, Indianapolis, IN, 3.0, American, 12
Rippy's Bar & Grill, Nashville, TN, 3.0, American, 900
R&R Public House, Meridian, ID, 3.5, American, 15
Chipotle Mexican Grill, Boise, ID, 2.5, Fast Food, 33
Young Bin Kwan, Jenkintown, PA, 4.5, Japanese, 32
seven restaurant, Clayton, MO, 3.5, American, 8
Mungo's, Fairview Heights, IL, 3.0, Italian, 22
Village Inn, Brandon, FL, 3.0, American, 69
The Little Kitchen, Westwego, LA, 5.0, American, 5
The Chef and I, Nashville, TN, 4.5, American, 469
Bank & Bourbon, Philadelphia, PA, 3.5, American, 390
Rancheros Market, Tucson, AZ, 4.5, Mexican, 36
Le Viet Restaurant, Philadelphia, PA, 4.0, Vietnamese, 322
Burger King, Pinellas Park, FL, 2.5, Fast Food, 19
Los Amigos Restaurant, Ruskin, FL, 4.5, Mexican, 283
Subway, Nashville, TN, 3.0, Fast Food, 6
Tates Pizza, Tampa, FL, 3.0, Italian, 97
Brew Haus 141, Fenton, MO, 3.0, American, 40
McShea's Restaurant & Bar, Narberth, PA, 4.0, American, 107
Dairy Queen, Plainfield, IN, 2.5, Fast Food, 10
Master Wok, Philadelphia, PA, 3.0, Chinese, 22
Oishii Asian Steak and Sushi, Mount Juliet, TN, 4.0, Chinese, 83
Jersey Mike's Subs, Indianapolis, IN, 3.5, Fast Food, 27
Country Pride Restaurant, Boise, ID, 3.5, American, 10
Parkside Cafe, Pinellas Park, FL, 4.0, American, 120
Eero's, Saint Louis, MO, 3.5, American, 23
Lengua Madre, New Orleans, LA, 5.0, Mexican, 12
RocknRoll Sushi, Nashville, TN, 3.5, Japanese, 120
Red Lion Diner, Southampton, NJ, 3.5, American, 138
Neighborhood Ramen, Philadelphia, PA, 4.0, Japanese, 99
Pueblo Real Mexican Restaurant - Franklin, Franklin, TN, 4.0, Mexican, 267
Marialicias Mexican Restaurant, Clearwater, FL, 3.0, Mexican, 27
Sonic Drive-In, TUCSON, AZ, 2.0, Fast Food, 41
Red Robin Gourmet Burgers and Brews, Brandon, FL, 3.0, American, 208
Crepes Your Way, Tampa, FL, 4.5, Fast Food, 8
Wrap It Up, Reno, NV, 4.5, Mediterranean, 325
Chipotle Mexican Grill, Des Peres, MO, 3.0, Fast Food, 11
Tony's Family Restaurant, Phoenixville, PA, 4.0, American, 5
Taco Bell, Sparks, NV, 1.5, Fast Food, 82
My Friend's Tavern, Collegeville, PA, 4.0, American, 37
Popeyes Louisiana Kitchen, Sun City Center, FL, 1.5, Fast Food, 45
Red Star Chinese Restaurant, New Orleans, LA, 2.5, Chinese, 97
Little Caesars, Nashville, TN, 1.0, Italian, 8
Arbys, Greenwood, IN, 2.5, Fast Food, 9
Saladworks, Philadelphia, PA, 3.5, American, 29
Cinder Bar, Clarksboro, NJ, 4.0, American, 298
Pizza Hut, Gallatin, TN, 2.0, Italian, 17
America's Pie Tinicum, Tinicum, PA, 4.5, Italian, 42
Nick's Pizza, Voorhees Township, NJ, 3.5, Italian, 29
Sakura Japanese Restaurant, Indianapolis, IN, 4.0, Japanese, 394
China Wok, Greenwood, IN, 3.5, Chinese, 22
H. K. Golden Phoenix, Philadelphia, PA, 2.5, Chinese, 22
Wendy's, Lutz, FL, 1.0, Fast Food, 17
Crab Shack, Port Richey, FL, 3.0, American, 69
Caffe Napoli, Chester, PA, 2.5, Italian, 5
Firecreek Restaurant, Downingtown, PA, 2.5, American, 66
Steak Plus Pizza, Nashville, TN, 2.5, Italian, 10
Andy's Place, Bridgeport, PA, 4.0, American, 93
El Purepecha, Philadelphia, PA, 4.5, Mexican, 239
Vale Food Co, Tampa, FL, 3.5, American, 118
Chick-fil-A, Bridgeton, MO, 3.0, Fast Food, 46
Island Jerk Shack, Seffner, FL, 4.5, Caribbean, 32
Plaza Court, Reno, NV, 3.5, American, 8
Izakaya Tori, Tampa, FL, 4.5, Japanese, 184
Spunktown Tavern, Boyertown, PA, 3.5, American, 16
Buddy's Burgers Breasts & Fries, Exton, PA, 4.0, Fast Food, 100
Daleng Restaurant, Philadelphia, PA, 4.5, Vietnamese, 141
Chipotle Mexican Grill, Saint Petersburg, FL, 2.5, Fast Food, 65
McDonald's, Tucson, AZ, 2.0, Fast Food, 45
Sushi Lito, Tucson, AZ, 4.5, Mexican, 7
Blaze Pizza, Sparks, NV, 3.5, Fast Food, 118
Three Countries Pizzeria, New Castle, DE, 3.5, Mexican, 13
First Watch, Oakville, MO, 4.0, American, 89
Taqueria El Gym, Nashville, TN, 4.5, Mexican, 7
Mexican Restaurant And Tortilleria "La Milpita", Madison, TN, 4.5, Mexican, 8
Benihana, Pennsauken, NJ, 2.5, Japanese, 230
Chick-fil-A, Norristown, PA, 4.5, Fast Food, 47
Denny's, Clementon, NJ, 2.5, American, 32
The Black Pearl, Dunedin, FL, 4.5, American, 328
Trainwreck Saloon, Saint Louis, MO, 3.0, American, 207
Baja Mar Restaurante, Tucson, AZ, 3.5, Mexican, 12
D's Island Grill JA, Tucson, AZ, 4.5, Caribbean, 247
Callahan's Corner, Troy, IL, 3.0, American, 10
Red Lobster, Indianapolis, IN, 3.5, American, 74
Madame Saito - Queen of Sushi, Philadelphia, PA, 4.5, Japanese, 6
Pho Ha Bac, Haddon Heights, NJ, 4.5, Vietnamese, 7
Santa Barbara Chicken Ranch, Goleta, CA, 3.5, Mexican, 127
KFC, Tucson, AZ, 1.0, Fast Food, 15
First Watch, Clearwater, FL, 4.0, American, 165
Philomena Santucci's Square Pizza, Philadelphia, PA, 3.0, Italian, 44
Cheu Fishtown, Philadelphia, PA, 4.0, Japanese, 250
Ruby Tuesday, Arnold, MO, 3.0, Fast Food, 16
Moe's Southwest Grill, North Wales, PA, 3.0, Mexican, 16
Marcos Pizza, Indianapolis, IN, 2.5, Italian, 29
Jersey Mike's Subs, Sparks, NV, 2.5, Fast Food, 64
The Italian Barrel, New Orleans, LA, 4.0, Italian, 488
Los Beto's, Tucson, AZ, 1.5, Mexican, 12
Chef Chan's Restaurant, Voorhees, NJ, 4.0, Chinese, 70
Auntie Anne's Pretzels, Brandon, FL, 3.0, Fast Food, 13
The Taco Shop, Indianapolis, IN, 3.5, Mexican, 44
Hong Kong Kitchen, New Orleans, LA, 4.5, Chinese, 97
Jazz Sushi Bar, New Orleans, LA, 4.0, Japanese, 54
La Hacienda Restaurant, Oro Valley, AZ, 4.0, Mexican, 268
Rick's Restaurant, Lambertville, NJ, 3.5, Italian, 77
Sen Thai-Asian Bistro, Saint Louis, MO, 3.5, Thai, 174
theory, Reno, NV, 4.0, American, 25
Asian Garden Restaurant, Reno, NV, 3.0, Chinese, 55
China King, Seminole, FL, 3.5, Chinese, 21
Raising Cane's Chicken Fingers, St Ann, MO, 3.5, Fast Food, 27
Pasala Rico, Indianapolis, IN, 3.0, Mexican, 5
Three Brothers Grill, Pottstown, PA, 4.5, Mexican, 126
The Great American Pub, Narberth, PA, 3.0, American, 58
Fiorella's Sausage, Philadelphia, PA, 5.0, Italian, 27
Bar Louie - Streets of St. Charles, Saint Charles, MO, 3.5, American, 302
Chili's, Bensalem, PA, 2.5, Mexican, 47
J's Pizza Effect, Palm Harbor, FL, 3.5, Italian, 16
Pei Wei, Indianapolis, IN, 3.0, Chinese, 154
El Merkury, Philadelphia, PA, 4.5, American, 162
Hana Garden, Sparks, NV, 4.0, Chinese, 334
Lion's Choice, O'Fallon, IL, 3.5, Fast Food, 28
LaScala’s Fire, Villanova, PA, 4.0, Italian, 53
Taco Bell, Brownsburg, IN, 2.5, Fast Food, 26
La Mula Terca, Philadelphia, PA, 4.5, Mexican, 91
KFC, Palm Harbor, FL, 2.0, Fast Food, 17
Church's Chicken, St. Louis, MO, 1.0, Fast Food, 11
Hernando Beach Tropical Grille, Hernando Beach, FL, 4.0, American, 106
LemonGrass, Saint Louis, MO, 3.5, Vietnamese, 204
Mark Pi's Express, Fishers, IN, 4.0, Chinese, 72
Haute Restaurant & Lounge, Philadelphia, PA, 2.5, American, 35
Pei Wei, Tucson, AZ, 3.0, Chinese, 88
Fried Rice King, Tampa, FL, 3.5, Chinese, 20
Nick's Pizza, Lumberton, NJ, 2.0, Italian, 11
Chick-fil-A, Newark, DE, 3.5, Fast Food, 18
Caviston's, Narberth, PA, 3.5, American, 7
Taiwan Express Chinese Restaurant, Gibsonton, FL, 4.0, Chinese, 33
Southern Charm, Gretna, LA, 4.0, Cajun/Creole, 42
La Catrina, Media, PA, 4.0, Mexican, 54
La Trattoria Restaurant Da Gaetano, Dunedin, FL, 4.0, Italian, 111
Sonic Drive-In, Tucson, AZ, 2.0, Fast Food, 49
Original Oyster Factory, New Orleans, LA, 2.0, Cajun/Creole, 40
Super Cuca's Taqueria, Santa Barbara, CA, 4.0, Mexican, 108
Great China Buffet, Indianapolis, IN, 3.0, Chinese, 23
Pholicious, Brandon, FL, 2.5, Vietnamese, 41
Vietnam Restaurant, Philadelphia, PA, 4.0, Vietnamese, 421
Buffalo Wild Wings, St Petersburg, FL, 2.5, American, 86
Pita Pit, St. Louis, MO, 3.5, Fast Food, 40
Nais Cuisine, Havertown, PA, 3.5, Thai, 34
Opa Gourmet Pizza Cuisine, Reno, NV, 4.0, Italian, 53
QDOBA Mexican Eats, Bala Cynwyd, PA, 3.0, Fast Food, 61
Los Portales Cocina Mexicana, Tucson, AZ, 3.0, Mexican, 64
Last call On The Landing, St. Louis, MO, 3.0, American, 6
Da Soli Restaurant, Haddonfield, NJ, 4.0, Italian, 75
Fieni's Ristorante, Voorhees, NJ, 4.0, Italian, 103
Medina Mediterranean Grill, Saint Louis, MO, 4.5, Mediterranean, 290
Little Saigon, Upper Darby, PA, 4.5, Vietnamese, 131
Porter House Bistro, Nashville, TN, 4.0, American, 66
To-Yo Japanese Restaurant & Bar, Doylestown, PA, 3.5, Japanese, 59
Carrabba's Italian Grill, Franklin, TN, 3.5, Italian, 125
China Buffet, Avon, IN, 2.5, Chinese, 30
Clesi's Restaurant & Catering, New Orleans, LA, 4.0, Cajun/Creole, 355
Elevage, Tampa, FL, 4.0, American, 344
Juice Merchant of Media, Media, PA, 4.0, American, 6
Jolli Mons Grill, Dunedin, FL, 3.0, American, 48
Ralphies Bar, Newtown, PA, 3.0, American, 9
Casale's Halfway Club, Reno, NV, 4.5, Italian, 295
Salem's Fresh Eats, Saint Petersburg, FL, 2.5, Fast Food, 15
Catch Twenty Three, Tampa, FL, 4.0, Caribbean, 407
Daiquiris & Company, New Orleans, LA, 3.5, American, 31
Franco Ristorante, Phoenixville, PA, 4.0, Italian, 61
General American Donut Company, Indianapolis, IN, 4.0, Fast Food, 309
Villa Craft Beer, Wine & Kitchen, Santa Barbara, CA, 5.0, American, 77
Spiro's Pizza, Philadelphia, PA, 1.5, American, 28
Andre's Ribs, Saint Louis, MO, 4.5, American, 26
Dooris Mediterranean Cafe, Haddonfield, NJ, 4.5, Mediterranean, 47
Auspicious Chinese Restaurant, Ardmore, PA, 3.0, Chinese, 29
La Costa Mexican Seafood, Antioch, TN, 3.0, Mexican, 18
The Parish, Tucson, AZ, 4.5, Cajun/Creole, 1210
Waffle House, Clearwater, FL, 4.0, American, 36
Under the C, Philadelphia, PA, 4.0, Thai, 27
Britannia Arms, St. Petersburg, FL, 4.5, American, 33
Hideout Saloon, Tucson, AZ, 3.0, American, 26
Sunrise Eatery, Zephyrhills, FL, 4.5, American, 281
Jazzy Pete's, New Orleans, LA, 4.5, American, 16
Barbacoa Mexican Grill, Clearwater, FL, 3.5, Mexican, 21
Blue Water Grill, Saint Louis, MO, 4.0, American, 5
Tegry Bistro, Indianapolis, IN, 4.0, Japanese, 124
Medusa Kabob House, Tucson, AZ, 4.0, Mediterranean, 9
Lulu's Late Night Eats, Tucson, AZ, 4.0, Fast Food, 13
Toasted Pheasant, Tampa, FL, 3.5, American, 38
The Brass Tap, Tampa, FL, 3.5, American, 158
Whole Foods Market, Metairie, LA, 4.0, Fast Food, 194
The Whiskey Tango, Philadelphia, PA, 2.5, American, 10
Giovanni Italian Style Pizza, Penns Grove, NJ, 4.0, Italian, 16
Imo's Pizza, Saint Louis, MO, 3.5, Italian, 47
Arby's, Saint Louis, MO, 2.0, Fast Food, 12
Subway, Nashville, TN, 3.0, Fast Food, 5
Asian Taste, Franklin, TN, 4.0, Chinese, 110
Steak ’n Shake, St. Louis, MO, 2.0, Fast Food, 16
Sonic Drive-In, Kenner, LA, 2.0, Fast Food, 24
Pala'a Latin American Seafood, Ardmore, PA, 5.0, American, 52
Sauce on the Side, Saint Louis, MO, 4.5, Italian, 502
Cornerstone, Wayne, PA, 4.0, American, 63
Red Sake Asian Fusion, Indianapolis, IN, 3.5, Japanese, 52
Ravanesi Pizzeria Napoletana, Glen Mills, PA, 4.5, Italian, 221
Golden Bowl, Valrico, FL, 3.5, Chinese, 47
Oscar's Taco Shop, Nashville, TN, 4.5, Mexican, 339
Denny's, Pontoon Beach, IL, 2.0, American, 15
Carolina Grill, Zionsville, IN, 3.5, American, 73
Lenis Restaurant, New Orleans, LA, 4.0, American, 24
Alati Greek Food & Drink Experience - Clearwater Beach, Clearwater Beach, FL, 4.0, Mediterranean, 34
Tumerico, Tucson, AZ, 5.0, Mexican, 705
Taqueria Aguila, Warminster, PA, 4.5, Mexican, 18
Old Arabi Eats, Arabi, LA, 4.5, American, 30
Amigos Burgers and Beer, Tucson, AZ, 4.0, American, 156
Szechuan Express Sun Valley, Reno, NV, 2.5, Chinese, 40
Harvest Diner-Restaurant, Cinnaminson, NJ, 3.5, American, 14
Scaturro's Restaurant & Bar, Marlton, NJ, 3.5, Italian, 46
Jimmy John's, Clearwater, FL, 2.5, Fast Food, 40
Kobe Japanese Steakhouse - Brandon, Brandon, FL, 4.0, Japanese, 314
Bindy's, Granite City, IL, 3.5, American, 12
Sakeya Japanese Restaurant, Philadelphia, PA, 3.0, Japanese, 25
Yolis Supermarket, Indianapolis, IN, 4.5, Mexican, 24
Mama Rosa's Pizza, Tampa, FL, 2.0, Italian, 121
Olive Garden Italian Restaurant, Springfield, PA, 2.5, Italian, 119
Carangi Baking, Philadelphia, PA, 4.5, Italian, 34
Primo with Patio Dining, Tucson, AZ, 3.5, Italian, 123
Yummy House South, Tampa, FL, 3.5, Chinese, 343
Tory's Cafe, Clearwater, FL, 5.0, American, 54
Dairy Queen, Indianapolis, IN, 3.5, Fast Food, 27
IHOP, New Orleans, LA, 2.0, American, 50
Kitchen Bar, Abington, PA, 2.5, American, 377
Machismo Burrito Bar, Philadelphia, PA, 3.5, Mexican, 104
Marco's Pizza, Granite City, IL, 3.5, Italian, 5
Fountain Bistro, Tampa, FL, 3.0, Mediterranean, 126
Pin-Up Bowl, Saint Louis, MO, 3.0, American, 77
The Library Coffeehouse, Tampa, FL, 4.5, American, 114
Hussongs Cantina Reno, Reno, NV, 3.5, Mexican, 202
The Pizza Stop, Collegeville, PA, 3.5, Italian, 39
Très Yan & Wu, Mount Laurel, NJ, 4.0, Chinese, 118
Goodcents Deli Fresh Subs, Tucson, AZ, 3.5, Italian, 11
China Dragon, Nashville, TN, 3.0, Chinese, 103
Taco Bell, Belleville, IL, 2.0, Fast Food, 33
La Guanaquita, Indianapolis, IN, 3.0, Mexican, 6
Uptown Eats, St. Petersburg, FL, 5.0, American, 57
Royal Thai Orchid, Malvern, PA, 3.5, Thai, 73
Giovanni's 724 Restaurant, Pottstown, PA, 4.0, Italian, 114
Hawkers Asian Street Food, St. Petersburg, FL, 4.0, Chinese, 1202
Pho Bang Restaurant, New Orleans, LA, 3.0, Vietnamese, 41
The Carambola, Clearwater, FL, 3.0, American, 21
Subway, Tucson, AZ, 2.0, Fast Food, 12
Stage Left Diner, St. Louis, MO, 2.5, American, 20
Mama's Java, Nolensville, TN, 3.5, Mediterranean, 73
Kazumi Sushi, Mount Laurel, NJ, 3.5, Japanese, 107
Frailey's Southtown, Saint Louis, MO, 3.0, American, 73
Simba Tropical Grill, Claymont, DE, 3.5, American, 7
Wendy's, Zephyrhills, FL, 1.5, Fast Food, 13
Poke Bros, West Chester, PA, 5.0, Japanese, 36
Montgomery's Grill & Saloon, Vail, AZ, 3.5, American, 119
Digby Mini Market & Restaurant, Tampa, FL, 4.5, American, 7
Brew of A Sports Grill, Tucson, AZ, 3.0, American, 33
Wendy's, Burlington, NJ, 1.0, Fast Food, 23
White Duck Taco Shop, Nashville, TN, 4.0, Mexican, 42
Token, Philadelphia, PA, 3.5, Fast Food, 5
Bualoy Cuisine, Devon, PA, 4.5, Vietnamese, 98
