PA, 3.521591
TN, 3.475304
MO, 3.446092
FL, 3.578390
IN, 3.464699
NV, 3.538209
IL, 3.304171
AZ, 3.453458
LA, 3.595441
NJ, 3.484146
CA, 3.762705
DE, 3.425156
ID, 3.545245
